application_number,filing_date,application_invention_type,examiner_full_name,examiner_art_unit,uspc_class,uspc_subclass,confirm_number,atty_docket_number,appl_status_desc,appl_status_date,file_location,file_location_date,earliest_pgpub_number,earliest_pgpub_date,wipo_pub_number,wipo_pub_date,patent_number,patent_issue_date,invention_title,small_entity_indicator,aia_first_to_file,publication_number,date_application_produced,date_application_published,main_cpc_label,cpc_labels,main_ipcr_label,ipcr_labels,foreign,continuation,decision,decision_as_of_2020,npe_litigated_count,main_ipcr_label_subclass,filing_year
13245622,2011-09-26,Utility,"ANDERSON, GREGORY A",3773,606,232000,8012.0,KFX.003C2,Patented Case,2012-01-18,ELECTRONIC,,US20120016415A1,2012-01-19,,,8109969,2012-02-07,SYSTEM AND METHOD FOR ATTACHING SOFT TISSUE TO BONE,UNDISCOUNTED,false,US20120016415A1-20120119,2012-01-04,2012-01-19,,,A61B1704,A61B1704,False,1,CONT-ACCEPTED,CONT-ACCEPTED,2,A61B,2011
13245650,2011-09-26,Utility,"RAMIREZ, DELIA M",1652,435,018000,3781.0,P1090.70001US05,Patented Case,2012-03-07,ELECTRONIC,,US20120040405A1,2012-02-16,,,8143015,2012-03-27,METHODS OF CLEAVING DNA WITH RATIONALLY-DESIGNED MEGANUCLEASES,UNDISCOUNTED,false,US20120040405A1-20120216,2012-02-01,2012-02-16,,,C12P1934,C12P1934,False,1,CONT-ACCEPTED,CONT-ACCEPTED,5,C12P,2011
13246263,2011-09-27,Utility,"RAMIREZ, DELIA M",1652,435,018000,6666.0,P1090.70001US06,Patented Case,2012-03-07,ELECTRONIC,,US20120028314A1,2012-02-02,,,8143016,2012-03-27,METHODS OF CLEAVING DNA WITH RATIONALLY-DESIGNED MEGANUCLEASES,UNDISCOUNTED,false,US20120028314A1-20120202,2012-01-18,2012-02-02,,,C12P1934,C12P1934,False,1,CONT-ACCEPTED,CONT-ACCEPTED,5,C12P,2011
13246270,2011-09-27,Utility,"RAMIREZ, DELIA M",1652,435,018000,4084.0,P1090.700001US07,Patented Case,2012-02-15,ELECTRONIC,,US20120021520A1,2012-01-26,,,8129134,2012-03-06,METHODS OF CLEAVING DNA WITH RATIONALLY-DESIGNED MEGANUCLEASES,UNDISCOUNTED,false,US20120021520A1-20120126,2012-01-11,2012-01-26,,,C12N1501,"C12N1501, C12N1563",False,1,CONT-ACCEPTED,CONT-ACCEPTED,5,C12N,2011
13246346,2011-09-27,Utility,"RAMIREZ, DELIA M",1652,435,018000,1465.0,P1090.70001US08,Patented Case,2012-04-04,ELECTRONIC,,US20120021521A1,2012-01-26,,,8163514,2012-04-24,METHODS OF CLEAVING DNA WITH RATIONALLY-DESIGNED MEGANUCLEASES,UNDISCOUNTED,false,US20120021521A1-20120126,2012-01-11,2012-01-26,,,C12N1501,"C12N1501, C12N1563",False,1,CONT-ACCEPTED,CONT-ACCEPTED,5,C12N,2011
13246355,2011-09-27,Utility,"RAMIREZ, DELIA M",1652,435,018000,7998.0,P1090.70001US09,Patented Case,2012-02-22,ELECTRONIC,,US20120028315A1,2012-02-02,,,8133697,2012-03-13,METHODS OF CLEAVING DNA WITH RATIONALLY-DESIGNED MEGANUCLEASES,UNDISCOUNTED,false,US20120028315A1-20120202,2012-01-18,2012-02-02,,,C12P1934,C12P1934,False,1,CONT-ACCEPTED,CONT-ACCEPTED,5,C12P,2011
13246376,2011-09-27,Utility,"RAMIREZ, DELIA M",1652,435,018000,4012.0,P1090.70001US11,Patented Case,2012-03-14,ELECTRONIC,,US20120040406A1,2012-02-16,,,8148098,2012-04-03,METHODS OF CLEAVING DNA WITH RATIONALLY-DESIGNED MEGANUCLEASES,UNDISCOUNTED,false,US20120040406A1-20120216,2012-02-01,2012-02-16,,,C12P1934,C12P1934,False,1,CONT-ACCEPTED,CONT-ACCEPTED,5,C12P,2011
13246380,2011-09-27,Utility,"RAMIREZ, DELIA M",1652,435,018000,3138.0,P1090.70001US12,Patented Case,2012-02-08,ELECTRONIC,,US20120021465A1,2012-01-26,,,8124369,2012-02-28,METHOD OF CLEAVING DNA WITH RATIONALLY-DESIGNED MEGANUCLEASES,UNDISCOUNTED,false,US20120021465A1-20120126,2012-01-11,2012-01-26,,,C12P1934,C12P1934,False,1,CONT-ACCEPTED,CONT-ACCEPTED,5,C12P,2011
13246428,2011-09-27,Utility,"VO, ANH T N",2853,347,020000,5484.0,,Patented Case,2015-09-16,ELECTRONIC,,US20120116568A1,2012-05-10,,,9149952,2015-10-06,"DEVICES, SYSTEMS, AND METHODS FOR THE FABRICATION OF TISSUE",UNDISCOUNTED,false,US20120116568A1-20120510,2012-04-25,2012-05-10,,,B05C500,"B05C500, G06F1700, B65G4724, B05C1100",False,0,ACCEPTED,ACCEPTED,3,B05C,2011
13246503,2011-09-27,Utility,"LE, PETER D",2488,375,240000,5513.0,085393-0682,Patented Case,2015-02-11,ELECTRONIC,,US20120027087A1,2012-02-02,,,8971401,2015-03-03,IMAGE DECODING DEVICE,UNDISCOUNTED,false,US20120027087A1-20120202,2012-01-18,2012-02-02,,,H04N732,H04N732,True,1,CONT-ACCEPTED,CONT-ACCEPTED,4,H04N,2011
13246684,2011-09-27,Utility,"KAMIKAWA, TRACY L",3775,606,281000,6614.0,3725147-00200,Patented Case,2013-04-03,ELECTRONIC,,US20120078311A1,2012-03-29,,,8425575,2013-04-23,BONE PLATE SUPPORTED BY A LEG MEMBER AND USED AS A LEVER,UNDISCOUNTED,false,US20120078311A1-20120329,2012-03-14,2012-03-29,,,A61B1788,A61B1788,False,0,ACCEPTED,ACCEPTED,1,A61B,2011
13246690,2011-09-27,Utility,"YANG, ANDREW",3775,606,070000,4086.0,3725147-00280,Patented Case,2013-08-14,ELECTRONIC,,US20120078252A1,2012-03-29,,,8523919,2013-09-03,TARGETING GUIDE WITH A RADIOPAQUE MARKER TO FACILITATE POSITIONING A BONE PLATE ON BONE,UNDISCOUNTED,false,US20120078252A1-20120329,2012-03-14,2012-03-29,,,A61B1780,A61B1780,False,0,ACCEPTED,ACCEPTED,1,A61B,2011
13246693,2011-09-27,Utility,"KIM, ALEXANDER D",1656,435,254200,5847.0,GEVO-041/13US 310142-2263,Patented Case,2012-09-05,ELECTRONIC,,US20120028322A1,2012-02-02,,,8273565,2012-09-25,"METHODS OF INCREASING DIHYDROXY ACID DEHYDRATASE ACTIVITY TO IMPROVE PRODUCTION OF FUELS, CHEMICALS, AND AMINO ACIDS",UNDISCOUNTED,false,US20120028322A1-20120202,2012-01-18,2012-02-02,,,C12N119,"C12N119, C12P716",False,1,CONT-ACCEPTED,CONT-ACCEPTED,2,C12N,2011
13246739,2011-09-27,Utility,"PALLAY, MICHAEL B",1617,514,277000,2732.0,27521-0004002,Patented Case,2013-05-08,ELECTRONIC,,US20120015036A1,2012-01-19,,,8450338,2013-05-28,Granular Compositions Of Sodium Picosulphate And Potassium Bicarbonate And Uses Thereof,UNDISCOUNTED,false,US20120015036A1-20120119,2012-01-04,2012-01-19,,,A61K916,"A61K916, B05D302, A61P100, A61K31435, A61K3308",True,1,CONT-ACCEPTED,CONT-ACCEPTED,4,A61K,2011
13247317,2011-09-28,Utility,"WEISS, PAMELA HL",1771,44,522000,5748.0,E88.12-0001,Patented Case,2013-11-13,ELECTRONIC,,US20120304533A1,2012-12-06,,,8597381,2013-12-03,Compact Fire Log,SMALL,false,US20120304533A1-20121206,2012-11-20,2012-12-06,,,C10L1104,"C10L1104, B27M108",True,0,ACCEPTED,ACCEPTED,1,C10L,2011
13247323,2011-09-28,Utility,"DUDA, ADAM K",2473,370,252000,6863.0,122611-057UT1,Patented Case,2014-11-12,ELECTRONIC,,US20120076088A1,2012-03-29,,,8902770,2014-12-02,Carrier Indicator Field Usage and Configuration in Carrier Aggregation,UNDISCOUNTED,false,US20120076088A1-20120329,2012-03-14,2012-03-29,,,H04W7404,"H04W7404, H04W7204",False,0,ACCEPTED,ACCEPTED,4,H04W,2011
13247573,2011-09-28,Utility,"GRANT, ALVIN J",3723,254,13430R,7965.0,3924-0299-1,Patented Case,2014-01-29,ELECTRONIC,,US20120305868A1,2012-12-06,,,8651460,2014-02-18,WALL GROMMET FOR POWER CONNECTION,UNDISCOUNTED,false,US20120305868A1-20121206,2012-11-20,2012-12-06,,,H02G108,"H02G108, H01R1100, H01B1758",False,0,ACCEPTED,ACCEPTED,1,H02G,2011
13247708,2011-09-28,Utility,"SAX, STEVEN PAUL",2174,715,761000,8636.0,6583-67,Patented Case,2015-09-02,ELECTRONIC,,US20120124490A1,2012-05-17,,,9141135,2015-09-22,FULL-SCREEN ANNUNCIATOR,UNDISCOUNTED,false,US20120124490A1-20120517,2012-05-02,2012-05-17,,,G06F300,G06F300,False,0,ACCEPTED,ACCEPTED,1,G06F,2011
13247801,2011-09-28,Utility,"PHANTANA ANGKOOL, DAVID",2175,715,770000,3367.0,6583-75,Patented Case,2014-08-20,ELECTRONIC,,US20120110486A1,2012-05-03,,,8832577,2014-09-09,UNIVERSAL CLIPBOARD,UNDISCOUNTED,false,US20120110486A1-20120503,2012-04-18,2012-05-03,,,G06F3048,G06F3048,False,0,ACCEPTED,ACCEPTED,1,G06F,2011
13248579,2011-09-29,Utility,"PHAM, BRENDA H",2414,370,330000,9503.0,68476-US-DIV,Patented Case,2016-01-13,ELECTRONIC,,US20120020322A1,2012-01-26,,,9253797,2016-02-02,RANDOM ACCESS CHANNEL RESPONSE HANDLING WITH AGGREGATED COMPONENT CARRIERS,UNDISCOUNTED,false,US20120020322A1-20120126,2012-01-11,2012-01-26,,,H04W7204,H04W7204,False,1,CONT-ACCEPTED,CONT-ACCEPTED,1,H04W,2011
13248615,2011-09-29,Utility,"LUU, LE HIEN",2448,709,224000,8445.0,RSW920110077US1,Patented Case,2016-11-02,ELECTRONIC,,US20130086247A1,2013-04-04,,,9503498,2016-11-22,WEB PAGE SCRIPT MANAGEMENT,UNDISCOUNTED,false,US20130086247A1-20130404,2013-03-20,2013-04-04,,,G06F1700,"G06F1700, G06F15173",False,0,ACCEPTED,ACCEPTED,1,G06F,2011
13248618,2011-09-29,Utility,"WEBER, JOY M",2173,715,802000,3327.0,6583-8,Patented Case,2014-10-08,ELECTRONIC,,US20120081322A1,2012-04-05,,,8875050,2014-10-28,FOCUS CHANGE UPON APPLICATION LAUNCH,UNDISCOUNTED,false,US20120081322A1-20120405,2012-03-21,2012-04-05,,,G06F3041,"G06F3041, G09G500",False,0,ACCEPTED,ACCEPTED,1,G06F,2011
13248828,2011-09-29,Utility,"MORAN, KATHERINE M",3765,2,008700,1904.0,TECM01-10021,Patented Case,2014-08-20,ELECTRONIC,,US20130081190A1,2013-04-04,,,8826464,2014-09-09,FILTER HOLDING SYSTEM FOR WELDING MASK,SMALL,false,US20130081190A1-20130404,2013-03-20,2013-04-04,,,A61F906,"A61F906, G02B522",False,0,ACCEPTED,ACCEPTED,1,A61F,2011
13249040,2011-09-29,Utility,"BAUTISTA, XIOMARA L",2171,715,804000,6611.0,6583-42,Patented Case,2014-10-15,ELECTRONIC,,US20120084727A1,2012-04-05,,,8881053,2014-11-04,MODAL LAUNCHING,UNDISCOUNTED,false,US20120084727A1-20120405,2012-03-21,2012-04-05,,,G06F3048,G06F3048,False,0,ACCEPTED,ACCEPTED,1,G06F,2011
13249066,2011-09-29,Utility,"MURRAY, JEFFREY H",1624,514,262100,6174.0,PIR-175.07,Patented Case,2014-05-07,ELECTRONIC,,US20120088912A1,2012-04-12,,,8735403,2014-05-27,INHIBITORS OF BRUTON'S TYROSINE KINASE,UNDISCOUNTED,false,US20120088912A1-20120412,2012-03-28,2012-04-12,,,C07D48704,C07D48704,False,1,CONT-ACCEPTED,CONT-ACCEPTED,5,C07D,2011
13249152,2011-09-29,Utility,"VON BUHR, MARIA N",2121,700,291000,5627.0,68354/E352,Patented Case,2013-02-27,ELECTRONIC,,US20120022707A1,2012-01-26,,,8401710,2013-03-19,"WIDE-AREA, REAL-TIME MONITORING AND VISUALIZATION SYSTEM",SMALL,false,US20120022707A1-20120126,2012-01-11,2012-01-26,,,G06F128,G06F128,False,1,CONT-ACCEPTED,CONT-ACCEPTED,1,G06F,2011
13250060,2011-09-30,Utility,"JAIN, ANKUR",2618,455,041100,1029.0,AT030060US2,Patented Case,2012-03-14,ELECTRONIC,,US20120021681A1,2012-01-26,,,8150316,2012-04-03,COMMUNICATION PARTNER APPLIANCE WITH AUTOMATIC SEND MODE ACTIVATION,UNDISCOUNTED,false,US20120021681A1-20120126,2012-01-11,2012-01-26,,,H04B500,"H04B500, H04W400",True,1,CONT-ACCEPTED,CONT-ACCEPTED,3,H04B,2011
13250282,2011-09-30,Utility,"LY, TOAN C",2887,235,462410,1060.0,H0030757,Patented Case,2014-01-22,ELECTRONIC,,US20130082109A1,2013-04-04,,,8646692,2014-02-11,DEVICES AND METHODS EMPLOYING DUAL TARGET AUTO EXPOSURE,UNDISCOUNTED,false,US20130082109A1-20130404,2013-03-20,2013-04-04,,,G06K710,G06K710,False,0,ACCEPTED,ACCEPTED,1,G06K,2011
13250763,2011-09-30,Utility,"AL HASHEMI, SANA A",2156,707,639000,3415.0,060692-8004.US03,Patented Case,2013-04-24,ELECTRONIC,,US20120089798A1,2012-04-12,,,8442944,2013-05-14,SYSTEM AND METHOD FOR GENERATING AND MANAGING QUICK RECOVERY VOLUMES,UNDISCOUNTED,false,US20120089798A1-20120412,2012-03-28,2012-04-12,,,G06F1216,G06F1216,False,1,CONT-ACCEPTED,CONT-ACCEPTED,1,G06F,2011
13250997,2011-09-30,Utility,"NG, AMY",2155,707,627000,8771.0,060692-8042.US04,Patented Case,2013-05-01,ELECTRONIC,,US20120023140A1,2012-01-26,,,8447728,2013-05-21,SYSTEM AND METHOD FOR STORAGE OPERATION ACCESS SECURITY,UNDISCOUNTED,false,US20120023140A1-20120126,2012-01-11,2012-01-26,,,G06F1730,G06F1730,False,1,CONT-ACCEPTED,CONT-ACCEPTED,1,G06F,2011
13251134,2011-09-30,Utility,"BARNES-BULLOCK, CRYSTAL JOY",2127,700,277000,4133.0,081445-0573 (117277-0419),Patented Case,2014-09-03,ELECTRONIC,,US20130085614A1,2013-04-04,,,8843238,2014-09-23,SYSTEMS AND METHODS FOR CONTROLLING ENERGY USE IN A BUILDING MANAGEMENT SYSTEM USING ENERGY BUDGETS,UNDISCOUNTED,false,US20130085614A1-20130404,2013-03-20,2013-04-04,,,G06F132,"G06F132, G05D2319",False,0,ACCEPTED,ACCEPTED,1,G06F,2011
13251668,2011-10-03,Utility,"TAYLOR, APRIL ALICIA",2887,235,383000,5508.0,EWIN-019COC,Patented Case,2013-10-09,ELECTRONIC,,US20120029995A1,2012-02-02,,,8567672,2013-10-29,LOCATION BASED DISCOUNTS,SMALL,false,US20120029995A1-20120202,2012-01-18,2012-02-02,,,G06Q3002,G06Q3002,False,1,CONT-ACCEPTED,CONT-ACCEPTED,3,G06Q,2011
13251826,2011-10-03,Utility,"NIQUETTE, ROBERT R",3695,705,037000,1328.0,"00,032-C2",Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,2020-10-05,ELECTRONIC,,US20120078698A1,2012-03-29,,,8229841,2012-07-24,METHOD AND SYSTEM FOR RESERVING FUTURE PURCHASES OF GOODS AND SERVICES,SMALL,false,US20120078698A1-20120329,2012-03-14,2012-03-29,,,G06Q3002,G06Q3002,False,1,CONT-ACCEPTED,CONT-ACCEPTED,1,G06Q,2011
13251903,2011-10-03,Utility,"BAKER, CHARLOTTE M",2625,358,003280,3122.0,072421A,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,2020-10-05,ELECTRONIC,,US20120074235A1,2012-03-29,,,8253982,2012-08-28,INFORMATION INPUT/OUTPUT METHOD USING DOT PATTERN,SMALL,false,US20120074235A1-20120329,2012-03-14,2012-03-29,,,G06K1906,G06K1906,False,1,CONT-ACCEPTED,CONT-ACCEPTED,1,G06K,2011
13251993,2011-10-03,Utility,"PALO, FRANCIS T",3644,47,0581SE,5568.0,5089-000045/US/COB,Patented Case,2012-08-01,ELECTRONIC,,US20120021411A1,2012-01-26,,,8245439,2012-08-21,"AUTOMATED HIGH-THROUGHPUT SEED SAMPLER AND METHODS OF SAMPLING, TESTING AND BULKING SEEDS",UNDISCOUNTED,false,US20120021411A1-20120126,2012-01-11,2012-01-26,,,C12N504,"C12N504, C12M126, C12Q168, C12Q102",False,1,CONT-ACCEPTED,CONT-ACCEPTED,1,C12N,2011
13252041,2011-10-03,Utility,"CHANG, CELIA C",1625,514,323000,3482.0,12827-175-999/226269-175,Patented Case,2012-05-16,ELECTRONIC,,US20120046316A1,2012-02-23,,,8193219,2012-06-05,"POLYMORPHIC FORMS OF 3-(4-AMINO-1-OXO-1,3 DIHYDRO-ISOINDOL-2-YL)-PIPERIDINE-2,6-DIONE",UNDISCOUNTED,false,US20120046316A1-20120223,2012-02-08,2012-02-23,,,A61K31454,"A61K31454, A61P3700, A61P2900, C07D40104, A61P3500",False,1,CONT-ACCEPTED,CONT-ACCEPTED,14,A61K,2011
13252070,2011-10-03,Utility,"VO, HIEU T",3747,701,103000,9678.0,145717.00003,Patented Case,2012-04-04,ELECTRONIC,,US20120022768A1,2012-01-26,,,8165781,2012-04-24,FUEL RECOVERY,SMALL,false,US20120022768A1-20120126,2012-01-11,2012-01-26,,,F02D4100,F02D4100,False,1,CONT-ACCEPTED,CONT-ACCEPTED,2,F02D,2011
13252073,2011-10-03,Utility,"OLADAPO, TAIWO",1771,508,202000,2736.0,00163.1929USC3,Patented Case,2012-06-20,ELECTRONIC,,US20120083434A1,2012-04-05,,,8216984,2012-07-10,DRY LUBRICANT FOR CONVEYING CONTAINERS,UNDISCOUNTED,false,US20120083434A1-20120405,2012-03-21,2012-04-05,,,C10M16904,C10M16904,False,1,CONT-ACCEPTED,CONT-ACCEPTED,2,C10M,2011
13252108,2011-10-03,Utility,"HAMZA, FARUK",2466,709,217000,5007.0,81343774US06,Patented Case,2012-05-30,ELECTRONIC,,US20120021682A1,2012-01-26,,,8204959,2012-06-19,METHOD OF AND DEVICE FOR TRANSFERRING CONTENT,UNDISCOUNTED,false,US20120021682A1-20120126,2012-01-11,2012-01-26,,,H04B500,H04B500,True,1,CONT-ACCEPTED,CONT-ACCEPTED,1,H04B,2011
13252255,2011-10-04,Utility,"BASQUILL, SEAN M",1613,514,530000,1019.0,PAT902873-US-CNT,Patented Case,2014-04-23,ELECTRONIC,,US20120029073A1,2012-02-02,,,8722735,2014-05-13,PHARMACEUTICAL COMPOSITIONS HAVING DESIRABLE BIOAVAILABILITY,UNDISCOUNTED,false,US20120029073A1-20120202,2012-01-18,2012-02-02,,,A61K31216,"A61K31216, A61P2702",False,1,CONT-ACCEPTED,CONT-ACCEPTED,1,A61K,2011
13252337,2011-10-04,Utility,"SANTOS, ROBERT G",3673,5,499000,2864.0,18482US07,Patented Case,2013-08-21,ELECTRONIC,,US20120023712A1,2012-02-02,,,8528134,2013-09-10,METHOD OF PREVENTING BED BUGS FROM ESCAPING A MATTRESS ENCASEMENT VIA A ZIPPER OPENING,SMALL,false,US20120023712A1-20120202,2012-01-18,2012-02-02,,,A44B1926,"A44B1926, B23P1100",False,1,CONT-ACCEPTED,CONT-ACCEPTED,6,A44B,2011
13252632,2011-10-04,Utility,"SALERNO, SARAH KATE",2814,438,622000,7196.0,L05-2375US2,Patented Case,2012-09-26,ELECTRONIC,,US20120021599A1,2012-01-26,,,8288269,2012-10-16,METHODS FOR AVOIDING PARASITIC CAPACITANCE IN AN INTEGRATED CIRCUIT PACKAGE,UNDISCOUNTED,false,US20120021599A1-20120126,2012-01-11,2012-01-26,,,H01L2160,H01L2160,False,1,CONT-ACCEPTED,CONT-ACCEPTED,7,H01L,2011
13252705,2011-10-04,Utility,"NGUYEN, TAI T",2612,340,994000,1059.0,050847-1033,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,2020-09-07,ELECTRONIC,,US20120026017A1,2012-02-02,,,8232899,2012-07-31,NOTIFICATION SYSTEMS AND METHODS ENABLING SELECTION OF ARRIVAL OR DEPARTURE TIMES OF TRACKED MOBILE THINGS IN RELATION TO LOCATIONS,UNDISCOUNTED,false,US20120026017A1-20120202,2012-01-18,2012-02-02,,,G08G1123,G08G1123,False,1,CONT-ACCEPTED,CONT-ACCEPTED,7,G08G,2011
13252807,2011-10-04,Utility,"PATEL, NITIN",2628,345,156000,4009.0,8085.279.CNUS00,Patented Case,2012-09-12,ELECTRONIC,,US20120023436A1,2012-01-26,,,8279173,2012-10-02,USER INTERFACE FOR SELECTING A PHOTO TAG,UNDISCOUNTED,false,US20120023436A1-20120126,2012-01-11,2012-01-26,,,G06F3048,G06F3048,False,1,CONT-ACCEPTED,CONT-ACCEPTED,1,G06F,2011
13252930,2011-10-04,Utility,"NAMAY, DANIEL ELLIOT",3749,431,012000,1066.0,0580.0021CN4,Patented Case,2012-09-19,ELECTRONIC,,US20120031391A1,2012-02-09,,,8282390,2012-10-09,ROTARY VALVE ARRANGED IN MULTI-GAS COOKER,UNDISCOUNTED,false,US20120031391A1-20120209,2012-01-25,2012-02-09,,,F24C312,F24C312,True,1,CONT-ACCEPTED,CONT-ACCEPTED,1,F24C,2011
13252952,2011-10-04,Utility,"AUDET, MAURY A",1675,514,101000,4317.0,GNE-0113 R1D1 US,Patented Case,2014-04-09,ELECTRONIC,,US20120065381A1,2012-03-15,,,8710196,2014-04-29,PROTEIN PURIFICATION,UNDISCOUNTED,false,US20120065381A1-20120315,2012-02-29,2012-03-15,,,C07K118,C07K118,False,1,CONT-ACCEPTED,CONT-ACCEPTED,7,C07K,2011
13253241,2011-10-05,Utility,"DURAN, ARTHUR D",3682,705,014000,1025.0,2779-2-2-4,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,2016-09-19,ELECTRONIC,,US20120072273A1,2012-03-22,,,8249919,2012-08-21,COMPUTER-READABLE MEDIUM PRODUCT LABEL APPARATUS AND METHOD,SMALL,false,US20120072273A1-20120322,2012-03-07,2012-03-22,,,G06Q3002,"G06Q3002, G06Q3000",False,1,CONT-ACCEPTED,CONT-ACCEPTED,19,G06Q,2011
13253252,2011-10-05,Utility,"WHIPPLE, BRIAN P",2448,709,206000,6080.0,38535-US-PAT,Patented Case,2014-08-13,ELECTRONIC,,US20130091223A1,2013-04-11,,,8825777,2014-09-02,SELECTIVE DELIVERY OF SOCIAL NETWORK MESSAGES WITHIN A SOCIAL NETWORK,UNDISCOUNTED,false,US20130091223A1-20130411,2013-03-27,2013-04-11,,,G06F1516,G06F1516,False,0,ACCEPTED,ACCEPTED,1,G06F,2011
13253284,2011-10-05,Utility,"NGUYEN, PHUONGCHAU BA",2464,370,252000,8463.0,040952.00024,Patented Case,2017-06-14,ELECTRONIC,,US20120115418A1,2012-05-10,,,9697015,2017-07-04,Vehicle Audio Application Management System Using Logic Circuitry,UNDISCOUNTED,false,US20120115418A1-20120510,2012-04-25,2012-05-10,,,H04B700,H04B700,False,1,CONT-ACCEPTED,CONT-ACCEPTED,6,H04B,2011
13253689,2011-10-05,Utility,"SCHERBEL, TODD J",3731,623,002110,3675.0,7487-84463-02,Patented Case,2016-06-29,ELECTRONIC,,US20120123529A1,2012-05-17,,,9393110,2016-07-19,PROSTHETIC HEART VALVE,UNDISCOUNTED,false,US20120123529A1-20120517,2012-05-02,2012-05-17,,,A61F224,A61F224,False,0,ACCEPTED,ACCEPTED,1,A61F,2011
13253790,2011-10-05,Utility,"WAGGONER, TIMOTHY R",3651,221,013000,6968.0,68316/B603,Patented Case,2013-12-31,ELECTRONIC,,US20120085776A1,2012-04-12,,,8631967,2014-01-21,SENSOR PROTECTOR,UNDISCOUNTED,false,US20120085776A1-20120412,2012-03-28,2012-04-12,,,B65D8308,"B65D8308, B23P1100, A47B8100",False,0,ACCEPTED,ACCEPTED,1,B65D,2011
13253848,2011-10-05,Utility,"WARDEN, JILL ALICE",1773,422,082060,4330.0,030418-9008 (SPI0545USC3),Patented Case,2013-05-29,ELECTRONIC,,US20120028946A1,2012-02-02,,,8466138,2013-06-18,TESTOSTERONE GEL AND METHOD OF USE,UNDISCOUNTED,false,US20120028946A1-20120202,2012-01-18,2012-02-02,,,A61K31568,"A61K31568, A61P1508",False,1,CONT-ACCEPTED,CONT-ACCEPTED,5,A61K,2011
13253867,2011-10-05,Utility,"MCMILLIAN, KARA RENITA",1627,514,177000,1200.0,031777-2008-05,Patented Case,2013-06-26,ELECTRONIC,,US20120028948A1,2012-02-02,,,8486925,2013-07-16,TESTOSTERONE GEL AND METHOD OF USE,UNDISCOUNTED,false,US20120028948A1-20120202,2012-01-18,2012-02-02,,,A61K31568,"A61K31568, A61P526",False,1,CONT-ACCEPTED,CONT-ACCEPTED,5,A61K,2011
13253917,2011-10-05,Utility,"WHITEMAN, BRIAN A",1635,514,044000,4479.0,86399-007720US-802191,Patented Case,2013-07-03,ELECTRONIC,,US20120183581A1,2012-07-19,,,8492359,2013-07-23,NOVEL LIPID FORMULATIONS FOR NUCLEIC ACID DELIVERY,UNDISCOUNTED,false,US20120183581A1-20120719,2012-07-05,2012-07-19,,,A61K31713,"A61K31713, A61K900",False,1,CONT-ACCEPTED,CONT-ACCEPTED,2,A61K,2011
13255187,2011-09-08,Utility,"HONG, DANNY",3727,81,057310,4656.0,5788-00002,Patented Case,2015-09-23,ELECTRONIC,,US20140116205A1,2014-05-01,,,9156145,2015-10-13,Bidirectional Mechanical Converting Unit,UNDISCOUNTED,false,US20140116205A1-20140501,2014-04-16,2014-05-01,B25B1504,"B25B1504, F16H3006",B25B1504,"B25B1504, F16H300",True,0,ACCEPTED,ACCEPTED,1,B25B,2011
13255326,2011-09-08,Utility,"PROSSER, ALISSA J",1619,514,502000,6196.0,KRX-007US1,Patented Case,2016-06-22,ELECTRONIC,,US20120115945A1,2012-05-10,,,9387191,2016-07-12,FERRIC CITRATE DOSAGE FORMS,UNDISCOUNTED,false,US20120115945A1-20120510,2012-04-25,2012-05-10,,,A61K31295,"A61K31295, B02C1900, A61P300",False,0,ACCEPTED,ACCEPTED,9,A61K,2011
13256926,2012-04-23,Utility,"DEBERRY, REGINA M",1647,530,387300,6122.0,CSLL-001/01US 316042-2001,Patented Case,2013-10-09,ELECTRONIC,,US20130137855A1,2013-05-30,,,8569461,2013-10-29,HUMANIZED ANTI-INTERLEUKIN 3 RECEPTOR ALPHA CHAIN ANTIBODIES,UNDISCOUNTED,false,US20130137855A1-20130530,2013-05-15,2013-05-30,C07K16465,C07K16465,C07K1646,C07K1646,True,0,ACCEPTED,ACCEPTED,1,C07K,2012
13259842,2011-09-23,Utility,"DEODHAR, OMKAR A",3714,700,091000,1028.0,0R8480-301111,Patented Case,2013-09-04,ELECTRONIC,,US20120029666A1,2012-02-02,,,8540560,2013-09-24,MONITORING OF PHYSICAL TRAINING EVENTS,UNDISCOUNTED,false,US20120029666A1-20120202,2012-01-18,2012-02-02,,,G06F1900,G06F1900,False,0,ACCEPTED,ACCEPTED,2,G06F,2011
13260120,2011-09-23,Utility,"HOFSASS, JEFFERY A",2683,340,540000,1011.0,2786.737BS,Patented Case,2014-03-05,ELECTRONIC,,US20120068845A1,2012-03-22,,,8680992,2014-03-25,MEASURING AND IMPROVING THE QUALITY OF A USER EXPERIENCE,UNDISCOUNTED,false,US20120068845A1-20120322,2012-03-07,2012-03-22,,,G08B2100,G08B2100,False,0,ACCEPTED,ACCEPTED,5,G08B,2011
